car,price,body,mileage,engV,engType,registration,year,model,drive
Toyota,11500,sedan,110,1.6,Petrol,yes,2011,Corolla,front
Nissan,16499,crossover,373,1.6,Petrol,yes,2011,Juke,front
Toyota,20711.2464,vagon,0,1.6,Petrol,yes,2016,Auris,full
Toyota,24842.025,sedan,0,1.8,Petrol,yes,2016,Avensis,front
Toyota,17394.0858,hatch,0,1.33,Petrol,yes,2016,Yaris,front
Volkswagen,6000,sedan,271,1.8,Petrol,yes,2000,Passat B5,front
Toyota,35138.2941,crossover,0,2,Petrol,yes,2016,Rav 4,full
Volkswagen,34899.13635,vagon,0,2,Petrol,yes,2016,Passat B8,front
Audi,39999,crossover,45,2,Diesel,yes,2014,Q5,full
Audi,68000,crossover,20,3,Petrol,yes,2014,Q5,full
Lexus,17800,other,73,NA,Petrol,yes,2007,GS 350,full
Toyota,24000,crossover,132,4,Petrol,yes,2008,Land Cruiser Prado,full
BMW,42900,sedan,2,2,Petrol,yes,2016,520,rear
Mercedes-Benz,222000,crossover,0,6.3,Petrol,yes,2016,S 63 AMG,full
Mercedes-Benz,21500,crossover,142,3.5,Petrol,yes,2008,ML 350,full
Renault,4900,van,472,2.5,Diesel,yes,2000,Master „ÛÁ.,front
Volkswagen,18999,sedan,122,1.8,Petrol,yes,2012,Passat CC,front
Renault,2100,van,270,1.9,Diesel,no,2002,Scenic,front
Ford,9950,hatch,78,NA,Petrol,yes,2012,Fiesta,front
Honda,11000,sedan,162,2,Gas,yes,2006,Accord,front
Toyota,20900,sedan,18,2.5,Other,yes,2013,Camry,front
Volkswagen,7200,hatch,159,1.6,Petrol,yes,2007,Golf V,
Hyundai,10500,crossover,170,2,Gas,yes,2008,Tucson,full
Ford,8900,hatch,85,1.25,Petrol,yes,2013,Fiesta,front
Toyota,24000,sedan,60,2.5,Gas,yes,2014,Camry,front
Fiat,5400,van,300,1.25,Petrol,yes,2002,Doblo „ÛÁ.,front
Renault,7550,hatch,155,2,Petrol,yes,2007,Laguna,front
Mercedes-Benz,29500,sedan,134,5,Petrol,yes,2008,S 500,full
VAZ,4100,sedan,96,1.6,Petrol,yes,2006,2110,front
BMW,48550,other,147,4,Diesel,yes,2012,X5,full
Mazda,7500,sedan,240,2,Petrol,yes,2005,6,front
Mercedes-Benz,8950,sedan,154,3.5,Gas,no,2005,CLS 350,rear
Toyota,15200,crossover,208,2,Petrol,yes,2006,Rav 4,full
Mitsubishi,8700,sedan,80,1.5,Petrol,yes,2008,Lancer X,front
Jeep,27000,crossover,40,3.8,Other,yes,2009,Wrangler,full
Volkswagen,8500,van,210,2.5,Diesel,yes,2003,T4 (Transporter) Ô‡ÒÒ.,front
BMW,27500,sedan,170,2,Diesel,yes,2011,520,rear
Jaguar,7500,sedan,290,3,Petrol,yes,2002,S-Type,rear
Mercedes-Benz,24500,sedan,180,2.2,Diesel,yes,2012,E-Class,rear
Renault,12850,other,226,2.3,Diesel,yes,2012,Master „ÛÁ.,front
VAZ,3100,hatch,129,1.5,Gas,yes,2005,21093,front
Skoda,14800,sedan,12,1.6,Petrol,yes,2012,Octavia A5,front
Volkswagen,13300,van,250,2.5,Diesel,yes,2008,T5 (Transporter) Ô‡ÒÒ.,front
Nissan,13550,crossover,54,1.6,Petrol,yes,2011,Juke,front
Ford,12200,sedan,70,1,Petrol,yes,2013,Focus,front
Mitsubishi,18000,crossover,160,3.2,Diesel,yes,2007,Pajero Wagon,full
BMW,8800,crossover,284,3,Diesel,no,2004,X5,full
Opel,9500,sedan,167,2.2,Petrol,yes,2008,Vectra C,front
Land Rover,95000,crossover,19,5,Petrol,yes,2014,Range Rover Sport,full
Mercedes-Benz,81500,sedan,1,3,Diesel,yes,2016,GLE-Class,full
Land Rover,28200,crossover,138,4.4,Petrol,yes,2008,Range Rover,full
BMW,3800,sedan,250,3,Diesel,no,2002,330,rear
Mercedes-Benz,61500,crossover,16,3,Diesel,yes,2013,ML 350,full
Audi,23900,sedan,180,3,Diesel,yes,2009,A6,full
VAZ,3600,sedan,215,NA,Gas,yes,2008,2115,front
Honda,20000,sedan,95,2.4,Petrol,yes,2011,Accord,front
VAZ,3400,sedan,174,1.5,Gas,yes,2006,21099,
Volkswagen,27000,sedan,57,2,Diesel,yes,2013,Passat B7,front
Mitsubishi,11500,sedan,134,2.4,Petrol,yes,2009,Galant,front
Hyundai,6200,sedan,92,1.4,Petrol,yes,2007,Accent,front
Toyota,22000,sedan,73,3.5,Petrol,yes,2010,Camry,front
Volkswagen,11500,van,70,2,Diesel,yes,2013,Caddy „ÛÁ.,front
Renault,7300,vagon,162,1.5,Diesel,yes,2006,Megane,front
Renault,3100,vagon,150,1.9,Diesel,no,2003,Laguna,front
Ford,8300,other,173,2.2,Diesel,yes,2007,Transit Ô‡ÒÒ.,front
Skoda,12600,sedan,108,1.8,Petrol,yes,2012,Octavia A5,
Mercedes-Benz,10000,sedan,80,NA,Diesel,yes,2010,S 350,rear
VAZ,2600,vagon,1,1.9,Diesel,yes,2001,2104,rear
BMW,12200,sedan,239,3,Diesel,yes,2001,730,rear
Infiniti,14100,crossover,130,3.5,Gas,yes,2004,FX 35,full
Chevrolet,6500,sedan,212,2,Gas,yes,2005,Evanda,front
Toyota,20500,crossover,139,4,Gas,yes,2005,Land Cruiser Prado,full
Kia,11500,sedan,90,2,Petrol,yes,2008,Magentis,front
Audi,8100,vagon,302,2.5,Diesel,yes,2000,A6,front
Renault,4500,van,207,1.5,Diesel,yes,2003,Kangoo Ô‡ÒÒ.,front
Mitsubishi,23800,crossover,45,2.5,Diesel,yes,2015,Pajero Sport,full
Audi,33500,crossover,67,2,Petrol,yes,2011,Q5,full
Hyundai,17200,crossover,92,2.2,Diesel,yes,2012,Santa FE,full
VAZ,5600,hatch,3,1.6,Petrol,yes,2012,2114,front
Mercedes-Benz,11700,van,211,2.2,Diesel,yes,2007,Vito Ô‡ÒÒ.,rear
Toyota,23600,sedan,105,2.5,Gas,yes,2012,Camry,front
Fiat,6800,van,125,1.3,Diesel,yes,2011,Doblo „ÛÁ.,
Volkswagen,8700,van,158,2.5,Diesel,yes,2003,T5 (Transporter) Ô‡ÒÒ.,front
VAZ,6500,hatch,35,NA,Petrol,yes,2012,2172,front
Nissan,8500,vagon,44,1.6,Petrol,yes,2007,Note,front
Volkswagen,10400,sedan,78,1.6,Petrol,yes,2012,Polo,front
Skoda,4700,sedan,235,1.9,Other,no,2006,Superb,front
Skoda,12200,vagon,137,1.6,Other,yes,2010,Octavia A5,
Mazda,9300,sedan,178,2,Petrol,yes,2005,6,front
Volkswagen,11999,van,176,2,Diesel,yes,2011,T5 (Transporter) „ÛÁ,front
Audi,9300,sedan,186,2.8,Petrol,yes,2000,A6,front
Mitsubishi,4750,sedan,167,1.6,Petrol,yes,2003,Carisma,front
Opel,5500,sedan,120,NA,Petrol,yes,2007,Astra G,front
BMW,2300,sedan,189,1.8,Petrol,no,2002,318,rear
Mazda,8500,sedan,179,2,Petrol,yes,2006,6,front
Volkswagen,10950,van,165,2,Diesel,yes,2012,Caddy „ÛÁ.,front
Audi,3000,vagon,270,1.9,Diesel,no,2001,A4,front
Audi,28500,crossover,74,2,Petrol,yes,2010,Q5,full
Mitsubishi,15000,crossover,95,2.5,Diesel,yes,2008,Pajero Sport,full
Lexus,19300,sedan,103,8.7,Petrol,yes,2008,ES 350,front
Mercedes-Benz,5500,sedan,250,2.2,Diesel,no,2003,E-Class,rear
Mitsubishi,7900,other,148,1.8,Petrol,yes,2003,Pajero Pinin,full
BMW,14500,sedan,215,NA,Petrol,yes,2006,525,full
VAZ,2500,sedan,102,1.5,Petrol,yes,2007,2107,rear
Jeep,3300,crossover,197,3.1,Diesel,no,2000,Grand Cherokee,full
Renault,1950,vagon,286,1.9,Diesel,no,2001,Laguna,front
Volkswagen,8800,sedan,86,1.6,Petrol,yes,2012,Polo,front
Chevrolet,6500,sedan,99,NA,Petrol,yes,2007,Lacetti,front
Chevrolet,5350,hatch,33,1.5,Petrol,yes,2008,Aveo,front
Mercedes-Benz,12999,sedan,247,4,Diesel,yes,2003,S 400,rear
Opel,10700,van,185,2,Diesel,yes,2008,Vivaro Ô‡ÒÒ.,front
Volkswagen,4900,sedan,350,2,Gas,yes,2000,Bora,front
Toyota,16900,hatch,20,1.6,Petrol,yes,2014,Auris,front
Chevrolet,5700,sedan,108,1.6,Petrol,yes,2007,Aveo,front
Mitsubishi,12999,crossover,84,2.4,Petrol,yes,2009,Outlander XL,full
Skoda,4900,hatch,253,1.2,Petrol,yes,2007,Fabia,front
VAZ,1800,sedan,361,1.5,Petrol,yes,2001,2107,rear
Mazda,12500,crossover,92,2.3,Petrol,yes,2008,CX-7,full
Mercedes-Benz,10800,other,230,1.8,Petrol,yes,2006,C-Class,rear
Kia,0,sedan,106,2,Petrol,yes,2007,Magentis,front
Volkswagen,7500,van,230,1.9,Diesel,yes,2006,Caddy Ô‡ÒÒ.,front
VAZ,1800,sedan,100,1.5,Petrol,yes,2006,2107,rear
Opel,9600,hatch,85,1.6,Petrol,yes,2012,Astra H,front
Toyota,13900,hatch,79,1.6,Gas,yes,2012,Auris,front
VAZ,2650,sedan,230,1.5,Gas,yes,2005,21099,front
Mercedes-Benz,14200,sedan,245,2.2,Diesel,yes,2007,E-Class,rear
Chevrolet,5999,hatch,60,1.5,Petrol,yes,2009,Aveo,front
Kia,12000,crossover,117,2.5,Diesel,yes,2008,Sorento,full
Nissan,12276.147,hatch,0,1.2,Petrol,yes,2015,Micra,front
Audi,11800,vagon,278,2.5,Diesel,yes,2005,A6,full
Fiat,7200,van,170,1.3,Diesel,yes,2007,Doblo Ô‡ÒÒ.,front
Land Rover,12999,crossover,164,3.6,Diesel,no,2008,Range Rover Sport,full
Chevrolet,5400,sedan,103,1.5,Petrol,yes,2006,Aveo,front
Nissan,19829.16,sedan,0,1.6,Petrol,yes,2015,Sentra,front
Nissan,19457.5485,hatch,0,NA,Petrol,yes,2016,Juke,front
Nissan,25198.446,crossover,0,2,Petrol,yes,2016,Qashqai,front
Ford,7900,van,238,1.8,Diesel,yes,2008,Transit Connect Ô‡ÒÒ.,front
Nissan,19764.693,hatch,0,1.6,Petrol,yes,2015,Juke,front
Volkswagen,0,hatch,128,1.6,Petrol,yes,2008,Golf V,front
Nissan,13455.4485,hatch,0,NA,Petrol,yes,2015,Micra,front
Honda,16000,sedan,46,1.8,Petrol,yes,2012,Civic,front
VAZ,2550,sedan,200,1.5,Gas,yes,2006,21099,front
Audi,27300,other,150,4.2,Petrol,yes,2007,Q7,full
Ford,7002.45,hatch,113,1.4,Petrol,yes,2011,Fusion,front
Nissan,7500,sedan,181,1.8,Petrol,yes,2007,Primera,front
BMW,20500,crossover,285,4.8,Petrol,yes,2006,X5,full
Mercedes-Benz,9800,van,230,2.15,Diesel,yes,2004,Vito Ô‡ÒÒ.,rear
Skoda,5500,vagon,236,1.2,Petrol,yes,2003,Fabia,front
Hyundai,9500,sedan,52,1.3,Petrol,yes,2011,Accent,front
Ford,11000,hatch,42,1.4,Petrol,yes,2012,Fiesta,
Renault,1800,van,123,1.9,Diesel,yes,2004,Kangoo Ô‡ÒÒ.,front
Skoda,11500,vagon,145,1.8,Petrol,yes,2010,Octavia A5,front
Opel,9700,hatch,61,1.2,Petrol,yes,2012,Corsa,front
Opel,4650,other,230,1.7,Diesel,yes,2003,Combo Ô‡ÒÒ.,front
Infiniti,26400,crossover,130,3.5,Petrol,yes,2009,FX 35,full
BMW,3999,sedan,250,3,Diesel,no,2000,530,rear
Kia,8600,van,125,2,Petrol,yes,2008,Carens,front
Ford,6400,sedan,152,1.6,Petrol,yes,2006,Focus,front
Subaru,11200,vagon,215,2.5,Petrol,yes,2008,Outback,full
Opel,7800,other,212,2.2,Petrol,yes,2007,Vectra C,front
Kia,12800,van,135,2.9,Diesel,yes,2008,Carnival,front
Hyundai,15500,sedan,125,2,Petrol,yes,2012,Sonata,front
Toyota,9800,hatch,98,1.6,Gas,yes,2008,Auris,front
Mercedes-Benz,9299,sedan,350,2.7,Diesel,yes,2000,E-Class,rear
Opel,9299,hatch,140,1.8,Gas,yes,2007,Astra H,front
Ford,9900,hatch,106,1.4,Diesel,yes,2012,Fiesta,front
Ford,5700,sedan,34,2,Petrol,no,2010,Focus,front
Volkswagen,6500,van,185,NA,Diesel,yes,2006,Caddy Ô‡ÒÒ.,front
Ford,6750,van,150,1.8,Diesel,yes,2012,Transit Connect „ÛÁ.,front
Chevrolet,12500,crossover,263,2.4,Petrol,yes,2007,Captiva,full
Ford,5100,other,90,3,Petrol,yes,2000,Ranger,full
BMW,25000,crossover,150,30,Petrol,yes,2007,X5,full
Mazda,12500,crossover,154,2.3,Gas,yes,2008,Tribute,front
Skoda,14400,sedan,156,1.6,Diesel,yes,2011,Superb,front
Land Rover,3700,crossover,124,1.8,Petrol,no,2005,Freelander,full
Mercedes-Benz,8500,van,350,2.2,Diesel,yes,2004,Sprinter 211 Ô‡ÒÒ.,rear
Lexus,17900,sedan,125,3.5,Gas,yes,2007,ES 350,front
Volkswagen,6800,sedan,178,NA,Gas,yes,2004,Passat B5,front
VAZ,5500,vagon,67,1.6,Gas,yes,2012,2171,front
Hyundai,10700,other,74,2,Gas,yes,2008,Coupe,front
Volkswagen,6900,hatch,113,1.4,Petrol,yes,2003,Polo,front
Mitsubishi,0,sedan,90,2,Petrol,yes,2007,Lancer Evolution,full
Audi,35000,sedan,61,2.8,Petrol,yes,2012,A6,full
Lexus,14000,sedan,191,3,Other,yes,2006,GS 300,rear
Suzuki,9800,hatch,123,1.6,Petrol,yes,2008,SX4,front
Volkswagen,23999,sedan,0,1.6,Diesel,yes,2016,Jetta,front
Mitsubishi,17700,crossover,165,3,Gas,yes,2007,Pajero Wagon,full
Toyota,10800,sedan,179,3,Gas,yes,2005,Camry,front
BMW,33000,crossover,200,3,Diesel,yes,2010,X5,full
Honda,15199,sedan,126,2.4,Petrol,yes,2008,Accord,front
BMW,14300,sedan,217,3,Diesel,yes,2005,530,rear
Opel,4900,hatch,194,1.6,Gas,yes,2002,Astra G,front
Audi,0,sedan,280,4.2,Petrol,yes,2000,A8,full
Toyota,16800,crossover,154,2.7,Petrol,yes,2005,Land Cruiser Prado,full
Kia,1399,van,267,2.9,Diesel,no,2000,Carnival,front
Fiat,6150,other,230,1.9,Diesel,yes,2006,Doblo Ô‡ÒÒ.,front
Toyota,8900,sedan,87,1.6,Petrol,yes,2008,Corolla,front
Honda,19500,sedan,110,2,Petrol,yes,2011,Accord,front
Skoda,12000,sedan,145,NA,Petrol,yes,2008,Octavia A5,front
Opel,5500,vagon,300,1.6,Petrol,yes,2001,Astra G,front
Opel,7300,hatch,116,1.4,Gas,yes,2007,Astra H,front
Mitsubishi,8000,sedan,207,1.6,Gas,yes,2007,Lancer,front
VAZ,2550,sedan,142,1.5,Petrol,yes,2006,21093,front
Mazda,9900,hatch,86,1.6,Petrol,yes,2008,3,front
Honda,10000,sedan,240,2.4,Petrol,yes,2006,Accord,front
Mitsubishi,12499,crossover,142,2.4,Gas,yes,2008,Outlander XL,full
Mercedes-Benz,15000,other,115,2.2,Diesel,yes,2011,Vito Ô‡ÒÒ.,rear
Skoda,21300,hatch,57,2,Diesel,yes,2014,Octavia A7,front
Audi,19500,crossover,175,3.6,Petrol,yes,2007,Q7,full
Skoda,13700,hatch,119,1.8,Petrol,yes,2009,Superb,front
VAZ,2850,sedan,114,1.6,Petrol,yes,2008,21099,front
Mitsubishi,5999,hatch,108,1.3,Petrol,yes,2006,Colt,front
Audi,13000,other,161,1.8,Gas,yes,2001,TT,front
Volkswagen,2200,sedan,180,1.9,Diesel,no,2003,Passat B5,front
Lexus,9000,sedan,278,4.3,Gas,yes,2002,LS 430,rear
Chevrolet,6500,hatch,140,1.6,Gas,yes,2009,Lacetti,front
Audi,3390,sedan,289,2.5,Diesel,no,2002,A6,front
Skoda,5200,hatch,96,1.2,Petrol,yes,2007,Fabia,front
Toyota,13100,sedan,200,3.5,Gas,yes,2006,Camry,front
Fiat,6900,vagon,154,1.3,Diesel,yes,2009,Doblo Ô‡ÒÒ.,front
Chevrolet,6200,sedan,197,1.8,Gas,yes,2005,Lacetti,front
Mercedes-Benz,7800,sedan,226,2.2,Diesel,yes,2000,E-Class,rear
Ford,17499,sedan,79,2,Diesel,yes,2014,Mondeo,front
VAZ,3100,sedan,220,1.5,Gas,yes,2005,2115,front
Volkswagen,11500,sedan,118,2,Petrol,yes,2007,Passat B6,front
Ford,4300,sedan,117,NA,Petrol,yes,2000,Focus,front
Skoda,8700,sedan,106,1.8,Petrol,yes,2006,Superb,front
Honda,20600,other,89,2,Petrol,yes,2012,CR-V,full
Mercedes-Benz,9500,other,650,2.2,Diesel,yes,2005,Sprinter 313 Ô‡ÒÒ.,rear
Lexus,20000,other,63,4.3,Petrol,yes,2002,SC 430,rear
BMW,13200,sedan,150,2.2,Petrol,yes,2004,520,rear
BMW,25500,crossover,210,3,Gas,yes,2008,X5,
VAZ,2100,sedan,200,1.5,Gas,yes,2004,21099,front
Ford,6100,van,380,2.2,Diesel,yes,2007,Transit Ô‡ÒÒ.,front
Nissan,17500,crossover,45,2,Petrol,yes,2012,Qashqai,full
Volkswagen,6600,van,240,1.9,Diesel,yes,2008,Caddy „ÛÁ.,front
Renault,8300,hatch,168,1.6,Petrol,yes,2009,Laguna,front
Chevrolet,9500,crossover,163,2.4,Gas,yes,2008,Captiva,full
Subaru,17500,crossover,80,NA,Other,yes,2008,Tribeca,full
BMW,2500,vagon,250,2.5,Diesel,no,2000,525,rear
Mercedes-Benz,3500,hatch,258,1.7,Diesel,no,2002,A 170,front
Skoda,11700,sedan,198,1.8,Petrol,yes,2011,Octavia A5,front
Nissan,7000,sedan,160,1.6,Petrol,yes,2007,Almera,front
Subaru,9980,other,165,2,Petrol,yes,2007,Forester,full
VAZ,1650,sedan,75,1.5,Gas,yes,2003,2106,rear
Skoda,11200,vagon,169,1.6,Diesel,yes,2011,Octavia,front
Opel,6200,van,220,1.3,Diesel,yes,2008,Combo Ô‡ÒÒ.,front
Opel,2300,hatch,200,1.8,Gas,no,2000,Vectra B,front
Audi,3550,sedan,215,2.5,Diesel,no,2001,A6,front
BMW,8400,sedan,297,2.2,Petrol,yes,2000,320,rear
BMW,19900,other,129,2,Petrol,yes,2008,320,rear
Hyundai,23800,crossover,115,2.2,Diesel,yes,2011,Santa FE,full
VAZ,2800,sedan,110,1.5,Gas,yes,2005,21099,front
Renault,8300,van,127,1.5,Diesel,yes,2011,Kangoo Ô‡ÒÒ.,front
Mercedes-Benz,21300,crossover,114,4.7,Petrol,yes,2007,GL 450,full
Volkswagen,2500,vagon,232,1.6,Petrol,no,2001,Golf IV,front
Mitsubishi,20000,crossover,135,2.5,Diesel,yes,2011,Pajero Sport,full
VAZ,2500,sedan,43,1.5,Petrol,yes,2004,2107,rear
Porsche,17000,crossover,155,3.2,Gas,yes,2004,Cayenne,full
Opel,9200,van,170,1.9,Diesel,yes,2006,Vivaro Ô‡ÒÒ.,front
Volkswagen,11900,hatch,91,1.4,Petrol,yes,2010,Golf VI,front
BMW,5850,sedan,250,4.5,Gas,yes,2001,745,rear
Audi,18700,sedan,136,2,Diesel,yes,2009,A6,full
Audi,11900,sedan,131,2,Petrol,yes,2007,A4,front
Toyota,8200,vagon,204,1.4,Diesel,yes,2005,Corolla,front
Suzuki,11199,crossover,95,2,Gas,yes,2007,Grand Vitara,full
Nissan,12200,crossover,234,2,Petrol,yes,2007,Qashqai,full
Mercedes-Benz,7200,sedan,312,3.2,Petrol,yes,2000,E-Class,full
Volkswagen,10900,vagon,204,2,Diesel,yes,2007,Passat B6,front
Honda,4300,sedan,259,1.5,Petrol,yes,2000,Civic,front
Mercedes-Benz,12999,van,130,2.2,Diesel,yes,2012,Vito „ÛÁ.,front
Volkswagen,13999,van,175,2,Diesel,yes,2012,T5 (Transporter) „ÛÁ,front
Mercedes-Benz,12500,van,242,2.2,Diesel,yes,2008,Vito Ô‡ÒÒ.,rear
Mercedes-Benz,65000,other,0,1.6,Petrol,yes,2016,C-Class,rear
Chevrolet,8200,sedan,82,1.6,Gas,yes,2012,Lacetti,front
Lexus,23000,hatch,75,1.8,Other,yes,2011,CT,front
Mazda,9200,sedan,86,1.6,Gas,yes,2008,3,front
Volkswagen,21550,crossover,58,1.4,Petrol,yes,2014,Tiguan,
Volkswagen,9000,sedan,59,1.6,Gas,yes,2013,Polo,front
Hyundai,6300,hatch,97,1.4,Petrol,yes,2007,Getz,front
Toyota,10200,sedan,122,7.2,Petrol,yes,2011,Corolla,front
Mitsubishi,9500,crossover,140,2.4,Gas,yes,2007,Outlander,full
Honda,26000,crossover,68,2,Petrol,yes,2012,CR-V,full
Opel,10800,van,173,2,Diesel,yes,2011,Vivaro „ÛÁ.,front
Opel,13700,van,131,2,Diesel,yes,2009,Vivaro Ô‡ÒÒ.,front
Hyundai,7700,sedan,117,1.6,Petrol,yes,2007,Elantra,front
VAZ,3600,vagon,163,1.6,Other,yes,2007,2112,front
Acura,11111,crossover,199,3.5,Petrol,yes,2005,MDX,full
Opel,15900,other,84,2,Diesel,yes,2010,Vivaro Ô‡ÒÒ.,front
BMW,42000,sedan,71,2.99,Petrol,yes,2011,535,full
Mitsubishi,28500,crossover,0,2,Petrol,yes,2016,Outlander,full
Ford,0,other,108,1.8,Diesel,yes,2011,Tourneo Connect Ô‡ÒÒ.,front
Mitsubishi,33000,other,0,2.4,Diesel,yes,2016,L 200,full
Mitsubishi,25000,crossover,0,2,Petrol,yes,2016,Outlander,front
Mercedes-Benz,68500,crossover,68,3,Diesel,yes,2014,GL 350,full
Mitsubishi,36000,crossover,0,2.4,Petrol,yes,2016,Outlander,full
Mitsubishi,46000,crossover,0,2.4,Diesel,yes,2016,Pajero Sport,full
Mitsubishi,40800,crossover,0,2.4,Diesel,yes,2016,Pajero Sport,full
Ford,8700,hatch,78,1.4,Diesel,yes,2012,Fiesta,front
VAZ,4200,hatch,36,1.6,Petrol,yes,2012,2113,front
Volkswagen,0,other,201,1.9,Diesel,yes,2007,T5 (Transporter) Ô‡ÒÒ.,front
BMW,3400,vagon,191,2,Diesel,no,2002,320,rear
Mercedes-Benz,22000,other,53,3,Petrol,yes,2007,CLK 280,rear
Mercedes-Benz,18900,other,50,3.5,Petrol,yes,2005,SLK 350,full
Mitsubishi,5400,sedan,200,1.6,Gas,yes,2005,Lancer,front
Mercedes-Benz,13500,van,350,2.9,Diesel,yes,2000,Sprinter 312 Ô‡ÒÒ.,rear
BMW,13500,sedan,138,2.5,Petrol,yes,2004,525,rear
Hyundai,14500,crossover,90,2.7,Gas,yes,2008,Santa FE,full
Mitsubishi,10500,crossover,130,2.4,Gas,yes,2006,Outlander,full
Subaru,18900,crossover,100,2,Petrol,yes,2012,Forester,full
Opel,2400,sedan,333,2,Diesel,no,2000,Omega,rear
Audi,3500,sedan,354,2.5,Diesel,no,2000,A6,full
Land Rover,34900,crossover,38,2.2,Diesel,yes,2013,Freelander,full
Mercedes-Benz,14500,van,207,2.2,Diesel,yes,2008,Vito Ô‡ÒÒ.,rear
VAZ,3500,sedan,250,1.5,Petrol,yes,2005,2115,front
VAZ,3650,vagon,145,1.6,Gas,yes,2006,2111,
Kia,23000,crossover,32,2,Diesel,yes,2014,Sportage,full
Toyota,23000,crossover,233,4,Gas,yes,2006,Land Cruiser Prado,full
VAZ,2950,hatch,206,1.5,Petrol,yes,2006,2114,front
Nissan,5700,sedan,202,NA,Petrol,yes,2003,Almera,
Nissan,12500,crossover,167,3.5,Gas,yes,2007,Murano,full
Hyundai,6200,sedan,82,1.4,Gas,yes,2009,Accent,front
BMW,75000,crossover,20,3,Diesel,yes,2014,X5,full
Volkswagen,7650,sedan,325,1.8,Gas,yes,2003,Passat B5,front
Volkswagen,19500,sedan,82,1.8,Petrol,yes,2011,Passat B7,front
Mitsubishi,8000,sedan,145,2,Gas,yes,2007,Lancer,front
Toyota,25555,crossover,128,4.7,Gas,yes,2004,Land Cruiser 100,full
Skoda,13000,vagon,198,1.6,Diesel,yes,2012,Octavia A5,front
Volkswagen,9500,van,205,2,Petrol,yes,2006,Passat B6,front
Renault,7450,hatch,68,1.2,Petrol,yes,2009,Modus,front
Mitsubishi,11800,sedan,1,1.5,Gas,yes,2010,Lancer X,
Audi,10900,sedan,225,2.4,Petrol,yes,2005,A6,front
Toyota,27500,crossover,85,4,Petrol,yes,2007,Land Cruiser Prado,full
Volkswagen,22500,crossover,151,3,Diesel,yes,2009,Touareg,full
Toyota,16800,crossover,238,4,Gas,yes,2004,Land Cruiser Prado,full
BMW,17200,crossover,308,4.6,Gas,yes,2003,X5,full
Opel,5200,sedan,218,1.6,Gas,yes,2002,Astra G,front
Honda,8780.85,hatch,140,1.8,Petrol,yes,2007,Civic,front
Audi,34419.45,sedan,0,1.4,Petrol,yes,2016,Q3,
Skoda,11300,sedan,80,1.8,Petrol,yes,2008,Superb,front
Mercedes-Benz,41000,van,55,3,Diesel,yes,2011,Viano Ô‡ÒÒ.,rear
Nissan,5800,sedan,241,2,Petrol,yes,2004,Maxima,front
Land Rover,81500,crossover,45,5,Petrol,yes,2013,Range Rover Sport,full
Mazda,6500,other,135,1.3,Petrol,yes,2004,RX-8,rear
Mercedes-Benz,0,crossover,1,3,Diesel,yes,2016,GLS 350,full
Hyundai,7200,van,125,1.5,Diesel,yes,2007,Matrix,front
Mercedes-Benz,14500,van,205,2.2,Diesel,yes,2012,Sprinter 313 „ÛÁ.,
Volkswagen,10600,sedan,118,1.8,Petrol,yes,2008,Passat B6,front
Mercedes-Benz,85000,van,3,2.2,Diesel,yes,2016,V 250,full
Ford,13500,sedan,65,2.3,Petrol,yes,2009,Mondeo,front
Hyundai,5300,other,186,1.3,Petrol,yes,2005,Getz,front
Mazda,12750,sedan,110,NA,Petrol,yes,2010,6,front
Mercedes-Benz,11400,van,174,2.2,Diesel,yes,2012,Vito „ÛÁ.,rear
Toyota,18800,vagon,89,1.8,Petrol,yes,2012,Avensis,front
Mercedes-Benz,46900,other,10,2.2,Diesel,yes,2012,E-Class,rear
Hyundai,18500,crossover,72,2,Gas,yes,2011,IX35,full
Mitsubishi,7000,sedan,99,1.6,Petrol,yes,2005,Lancer,front
Nissan,7600,hatch,88,1.2,Petrol,yes,2008,Micra,front
Volkswagen,10000,van,283,2.5,Diesel,yes,2005,T5 (Transporter) Ô‡ÒÒ.,front
BMW,0,sedan,65,2,Petrol,yes,2012,320,rear
Lexus,4400,crossover,215,3,Gas,no,2000,RX 300,full
Renault,7600,sedan,97,1.6,Petrol,yes,2008,Megane,front
Volkswagen,14700,sedan,97,1.4,Gas,yes,2012,Passat B7,front
Renault,7150,vagon,1,1.5,Diesel,yes,2005,Megane,front
BMW,45000,crossover,80,3,Petrol,yes,2011,X6,full
Toyota,9800,sedan,178,1.8,Petrol,yes,2007,Avensis,front
Nissan,3330,crossover,350,3.3,Gas,no,2000,Pathfinder,full
Skoda,12226.5,crossover,83,1.2,Petrol,yes,2012,Yeti,front
VAZ,3800,sedan,1,1.6,Petrol,yes,2008,2115,front
Mercedes-Benz,11000,crossover,148,3.2,Petrol,yes,2001,ML 320,full
Fiat,9800,van,185,2,Diesel,yes,2009,Scudo Ô‡ÒÒ.,front
BMW,28000,sedan,127,2.5,Petrol,yes,2010,523,rear
Renault,0,vagon,180,1.5,Diesel,yes,2011,Megane,front
Skoda,0,vagon,106,1.6,Diesel,yes,2011,Octavia A5,front
Honda,25000,crossover,20,2,Petrol,yes,2012,CR-V,full
Volkswagen,65000,crossover,24,NA,Other,yes,2015,Touareg,
Volkswagen,6500,sedan,74,2,Petrol,no,2011,Jetta,front
Nissan,17000,hatch,25,NA,Other,yes,2014,Leaf,front
Nissan,15300,hatch,33,NA,Other,yes,2014,Leaf,front
